Image,Predicted-Lymphocyte_x,Predicted-Lymphocyte_y
img_11368,0,8.0
img_11369,0,1.0
img_11370,0,0.0
img_11371,0,2.0
img_11372,0,2.0
img_11373,0,1.0
img_11374,0,0.0
img_11375,0,2.0
img_11376,0,6.0
img_11377,0,2.0
img_11378,0,4.0
img_11379,0,3.0
img_11380,0,0.0
img_11381,0,0.0
img_11382,0,3.0
img_11383,0,4.0
img_11384,0,3.0
img_11385,0,2.0
img_11386,0,2.0
img_11387,0,1.0
img_11388,0,0.0
img_11389,0,2.0
img_11390,0,1.0
img_11391,0,0.0
img_11392,0,6.0
img_11393,0,7.0
img_11394,0,4.0
img_11395,0,7.0
img_11396,0,3.0
img_11397,0,3.0
img_11398,0,0.0
img_11399,0,1.0
img_11400,0,2.0
img_11401,0,9.0
img_11402,0,0.0
img_11403,0,2.0
img_11404,0,22.0
img_11405,0,7.0
img_11406,0,13.0
img_11407,0,2.0
img_11408,0,10.0
img_11409,0,0.0
img_11410,0,0.0
img_11411,0,0.0
img_11412,0,1.0
img_11413,0,2.0
img_11414,0,2.0
img_11415,0,8.0
img_11416,0,1.0
img_11417,0,3.0
img_11418,0,0.0
img_11419,0,0.0
img_11420,0,3.0
img_11421,0,5.0
img_11422,0,2.0
img_11423,0,3.0
img_11424,0,4.0
img_11425,0,2.0
img_11426,0,2.0
img_11427,0,14.0
img_11428,0,0.0
img_11429,0,2.0
img_11430,0,0.0
img_11431,0,1.0
img_11432,0,7.0
img_11433,0,14.0
img_11434,0,2.0
img_11435,0,0.0
img_11436,0,3.0
img_11437,0,8.0
img_11438,0,0.0
img_11439,0,0.0
img_11440,0,0.0
img_11441,0,0.0
img_11442,0,12.0
img_11443,0,5.0
img_11444,0,1.0
img_11445,0,7.0
img_11446,0,8.0
img_11447,0,1.0
img_11448,0,11.0
img_11449,0,4.0
img_11450,0,3.0
img_11451,0,4.0
img_11452,0,5.0
img_11453,0,8.0
img_11454,0,1.0
img_11455,0,0.0
img_11456,0,1.0
img_11457,0,6.0
img_11458,0,0.0
img_11459,0,7.0
img_11460,0,6.0
img_11461,0,0.0
img_11462,0,3.0
img_11463,0,3.0
img_11464,0,1.0
img_11465,0,0.0
img_11466,0,1.0
img_11467,0,14.0
img_11468,0,3.0
img_11469,0,0.0
img_11470,0,0.0
img_11471,0,9.0
img_11472,0,1.0
img_11473,0,0.0
img_11474,0,3.0
img_11475,0,2.0
img_11476,0,3.0
img_11477,0,3.0
img_11478,0,0.0
img_11479,0,6.0
img_11480,0,1.0
img_11481,0,16.0
img_11482,0,12.0
img_11483,0,6.0
img_11484,0,2.0
img_11485,0,0.0
img_11486,0,5.0
img_11487,0,1.0
img_11488,0,8.0
img_11489,0,0.0
img_11490,0,4.0
img_11491,0,5.0
img_11492,0,0.0
img_11493,0,6.0
img_11494,0,4.0
img_11495,0,14.0
img_11496,0,4.0
img_11497,0,4.0
img_11498,0,3.0
img_11499,0,3.0
img_11500,0,9.0
img_11501,0,2.0
img_11502,0,7.0
img_11503,0,9.0
img_11504,0,2.0
img_11505,0,5.0
img_11506,0,1.0
img_11507,0,9.0
img_11508,0,1.0
img_11509,0,3.0
img_11510,0,2.0
img_11511,0,1.0
img_11512,0,1.0
img_11513,0,0.0
img_11514,0,0.0
img_11515,0,0.0
img_11516,0,17.0
img_11517,0,0.0
img_11518,0,6.0
img_11519,0,3.0
img_11520,0,1.0
img_11521,0,2.0
img_11522,0,7.0
img_11523,0,2.0
img_11524,0,2.0
img_11525,0,4.0
img_11526,0,12.0
img_11527,0,1.0
img_11528,0,0.0
img_11529,0,3.0
img_11530,0,2.0
img_11531,0,0.0
img_11532,0,4.0
img_11533,0,4.0
img_11534,0,5.0
img_11535,0,2.0
img_11536,0,2.0
img_11537,0,7.0
img_11538,0,4.0
img_11539,0,7.0
img_11540,0,0.0
img_11541,0,6.0
img_11542,0,3.0
img_11543,0,1.0
img_11544,0,8.0
img_11545,0,14.0
img_11546,0,3.0
img_11547,0,2.0
img_11548,0,2.0
img_11549,0,5.0
img_11550,0,1.0
img_11551,0,9.0
img_11552,0,6.0
img_11553,0,1.0
img_11554,0,2.0
img_11555,0,12.0
img_11556,0,1.0
img_11557,0,3.0
img_11558,0,11.0
img_11559,0,0.0
img_11560,0,1.0
img_11561,0,9.0
img_11562,0,1.0
img_11563,0,0.0
img_11564,0,0.0
img_11565,0,0.0
img_11566,0,1.0
img_11567,0,2.0
img_11568,0,6.0
img_11569,0,18.0
img_11570,0,3.0
img_11571,0,2.0
img_11572,0,1.0
img_11573,0,0.0
img_11574,0,10.0
img_11575,0,3.0
img_11576,0,11.0
img_11577,0,6.0
img_11578,0,1.0
img_11579,0,6.0
img_11580,0,5.0
img_11581,0,5.0
img_11582,0,1.0
img_11583,0,4.0
img_11584,0,1.0
img_11585,0,1.0
img_11586,0,0.0
img_11587,0,11.0
img_11588,0,3.0
img_11589,0,0.0
img_11590,0,2.0
img_11591,0,2.0
img_11592,0,18.0
img_11593,0,5.0
img_11594,0,15.0
img_11595,0,15.0
img_11596,0,6.0
img_11597,0,15.0
img_11598,0,0.0
img_11599,0,1.0
img_11600,0,1.0
img_11601,0,0.0
img_11602,0,2.0
img_11603,0,12.0
img_11604,0,2.0
img_11605,0,1.0
img_11606,0,1.0
img_11607,0,19.0
img_11608,0,18.0
img_11609,0,1.0
img_11610,0,2.0
img_11611,0,5.0
img_11612,0,0.0
img_11613,0,0.0
img_11614,0,19.0
img_11615,0,0.0
img_11616,0,8.0
img_11617,0,21.0
img_11618,0,1.0
img_11619,0,10.0
img_11620,0,4.0
img_11621,0,0.0
img_11622,0,14.0
img_11623,0,0.0
img_11624,0,1.0
img_11625,0,0.0
img_11626,0,0.0
img_11627,0,0.0
img_11628,0,1.0
img_11629,0,0.0
img_11630,0,1.0
img_11631,0,0.0
img_11632,0,6.0
img_11633,0,1.0
img_11634,0,4.0
img_11635,0,1.0
img_11636,0,6.0
img_11637,0,1.0
img_11638,0,2.0
img_11639,0,0.0
img_11640,0,1.0
img_11641,0,3.0
img_11642,0,4.0
img_11643,0,6.0
img_11644,0,2.0
img_11645,0,0.0
img_11646,0,0.0
img_11647,0,0.0
img_11648,0,1.0
img_11649,0,5.0
img_11650,0,7.0
img_11651,0,13.0
img_11652,0,2.0
img_11653,0,3.0
img_11654,0,1.0
img_11655,0,1.0
img_11656,0,8.0
img_11657,0,10.0
img_11658,0,1.0
img_11659,0,3.0
img_11660,0,0.0
img_11661,0,0.0
img_11662,0,0.0
img_11663,0,2.0
img_11664,0,15.0
img_11665,0,1.0
img_11666,0,5.0
img_11667,0,1.0
img_11668,0,2.0
img_11669,0,7.0
img_11670,0,3.0
img_11671,0,2.0
img_11672,0,1.0
img_11673,0,1.0
img_11674,0,0.0
img_11675,0,0.0
img_11676,0,1.0
img_11677,0,1.0
img_11678,0,3.0
img_11679,0,0.0
img_11680,0,1.0
img_11681,0,0.0
img_11682,0,14.0
img_11683,0,4.0
img_11684,0,4.0
img_11685,0,2.0
img_11686,0,4.0
img_11687,0,2.0
img_11688,0,9.0
img_11689,0,2.0
img_11690,0,2.0
img_11691,0,3.0
img_11692,0,1.0
img_11693,0,1.0
img_11694,0,2.0
img_11695,0,1.0
img_11696,0,6.0
img_11697,0,0.0
img_11698,0,5.0
img_11699,0,11.0
img_11700,0,1.0
img_11701,0,7.0
img_11702,0,3.0
img_11703,0,5.0
img_11704,0,0.0
img_11705,0,9.0
img_11706,0,1.0
img_11707,0,4.0
img_11708,0,3.0
img_11709,0,2.0
img_11710,0,9.0
img_11711,0,5.0
img_11712,0,4.0
img_11713,0,3.0
img_11714,0,5.0
img_11715,0,4.0
img_11716,0,2.0
img_11717,0,9.0
img_11718,0,15.0
img_11719,0,7.0
img_11720,0,5.0
img_11721,0,3.0
img_11722,0,7.0
img_11723,0,0.0
img_11724,0,2.0
img_11725,0,0.0
img_11726,0,4.0
img_11727,0,7.0
img_11728,0,1.0
img_11729,0,4.0
img_11730,0,4.0
img_11731,0,0.0
img_11732,0,0.0
img_11733,0,0.0
img_11734,0,14.0
img_11735,0,9.0
img_11736,0,1.0
img_11737,0,7.0
img_11738,0,8.0
img_11739,0,0.0
img_11740,0,0.0
img_11741,0,4.0
img_11742,0,1.0
img_11743,0,3.0
img_11744,0,0.0
img_11745,0,4.0
img_11746,0,0.0
img_11747,0,1.0
img_11748,0,0.0
img_11749,0,4.0
img_11750,0,6.0
img_11751,0,1.0
img_11752,0,1.0
img_11753,0,1.0
img_11754,0,0.0
img_11755,0,4.0
img_11756,0,5.0
img_11757,0,3.0
img_11758,0,9.0
img_11759,0,1.0
img_11760,0,1.0
img_11761,0,13.0
img_11762,0,0.0
img_11763,0,2.0
img_11764,0,0.0
img_11765,0,0.0
img_11766,0,0.0
img_11767,0,4.0
img_11768,0,0.0
img_11769,0,5.0
img_11770,0,3.0
img_11771,0,3.0
img_11772,0,0.0
img_11773,0,8.0
img_11774,0,4.0
img_11775,0,0.0
img_11776,0,2.0
img_11777,0,2.0
img_11778,0,1.0
img_11779,0,4.0
img_11780,0,1.0
img_11781,0,0.0
img_11782,0,1.0
img_11783,0,1.0
img_11784,0,8.0
img_11785,0,6.0
img_11786,0,17.0
img_11787,0,2.0
img_11788,0,0.0
img_11789,0,5.0
img_11790,0,4.0
img_11791,0,27.0
img_11792,0,2.0
img_11793,0,11.0
img_11794,0,3.0
img_11795,0,1.0
img_11796,0,1.0
img_11797,0,3.0
img_11798,0,0.0
img_11799,0,0.0
img_11800,0,9.0
img_11801,0,2.0
img_11802,0,1.0
img_11803,0,6.0
img_11804,0,1.0
img_11805,0,1.0
img_11806,0,2.0
img_11807,0,0.0
img_11808,0,1.0
img_11809,0,3.0
img_11810,0,0.0
img_11811,0,3.0
img_11812,0,0.0
img_11813,0,1.0
img_11814,0,6.0
img_11815,0,0.0
img_11816,0,0.0
img_11817,0,4.0
img_11818,0,0.0
img_11819,0,1.0
img_11820,0,2.0
img_11821,0,7.0
img_11822,0,1.0
img_11823,0,5.0
img_11824,0,0.0
img_11825,0,3.0
img_11826,0,0.0
img_11827,0,1.0
img_11828,0,0.0
img_11829,0,3.0
img_11830,0,10.0
img_11831,0,2.0
img_11832,0,1.0
img_11833,0,2.0
img_11834,0,0.0
img_11835,0,0.0
img_11836,0,10.0
img_11837,0,2.0
img_11838,0,2.0
img_11839,0,2.0
img_11840,0,3.0
img_11841,0,0.0
img_11842,0,0.0
img_11843,0,5.0
img_11844,0,1.0
img_11845,0,3.0
img_11846,0,2.0
img_11847,0,2.0
img_11848,0,0.0
img_11849,0,1.0
img_11850,0,0.0
img_11851,0,8.0
img_11852,0,0.0
img_11853,0,3.0
img_11854,0,3.0
img_11855,0,0.0
img_11856,0,10.0
img_11857,0,0.0
img_11858,0,1.0
img_11859,0,2.0
img_11860,0,4.0
img_11861,0,2.0
img_11862,0,1.0
img_11863,0,5.0
img_11864,0,12.0
img_11865,0,5.0
img_11866,0,2.0
img_11867,0,10.0
img_11868,0,3.0
img_11869,0,1.0
img_11870,0,7.0
img_11871,0,7.0
img_11872,0,2.0
img_11873,0,1.0
img_11874,0,4.0
img_11875,0,2.0
img_11876,0,5.0
img_11877,0,0.0
img_11878,0,2.0
img_11879,0,2.0
img_11880,0,1.0
img_11881,0,3.0
img_11882,0,1.0
img_11883,0,3.0
img_11884,0,6.0
img_11885,0,9.0
img_11886,0,13.0
img_11887,0,11.0
img_11888,0,7.0
img_11889,0,0.0
img_11890,0,1.0
img_11891,0,0.0
img_11892,0,1.0
img_11893,0,1.0
img_11894,0,1.0
img_11895,0,2.0
img_11896,0,2.0
img_11897,0,3.0
img_11898,0,2.0
img_11899,0,0.0
img_11900,0,0.0
img_11901,0,14.0
img_11902,0,3.0
img_11903,0,30.0
img_11904,0,1.0
img_11905,0,1.0
img_11906,0,7.0
img_11907,0,0.0
img_11908,0,1.0
img_11909,0,6.0
img_11910,0,3.0
img_11911,0,0.0
img_11912,0,10.0
img_11913,0,9.0
img_11914,0,4.0
img_11915,0,0.0
img_11916,0,3.0
img_11917,0,4.0
img_11918,0,0.0
img_11919,0,1.0
img_11920,0,1.0
img_11921,0,6.0
img_11922,0,2.0
img_11923,0,3.0
img_11924,0,11.0
img_11925,0,1.0
img_11926,0,1.0
img_11927,0,6.0
img_11928,0,0.0
img_11929,0,2.0
img_11930,0,1.0
img_11931,0,1.0
img_11932,0,5.0
img_11933,0,2.0
img_11934,0,0.0
img_11935,0,3.0
img_11936,0,2.0
img_11937,0,5.0
img_11938,0,3.0
img_11939,0,5.0
img_11940,0,0.0
img_11941,0,1.0
img_11942,0,4.0
img_11943,0,0.0
img_11944,0,0.0
img_11945,0,2.0
img_11946,0,0.0
img_11947,0,1.0
img_11948,0,6.0
img_11949,0,0.0
img_11950,0,0.0
img_11951,0,7.0
img_11952,0,2.0
img_11953,0,5.0
img_11954,0,0.0
img_11955,0,1.0
img_11956,0,4.0
img_11957,0,4.0
img_11958,0,1.0
img_11959,0,6.0
img_11960,0,4.0
img_11961,0,3.0
img_11962,0,0.0
img_11963,0,16.0
img_11964,0,5.0
img_11965,0,0.0
img_11966,0,2.0
img_11967,0,3.0
img_11968,0,0.0
img_11969,0,0.0
img_11970,0,9.0
img_11971,0,0.0
img_11972,0,2.0
img_11973,0,5.0
img_11974,0,0.0
img_11975,0,0.0
img_11976,0,2.0
img_11977,0,10.0
img_11978,0,3.0
img_11979,0,0.0
img_11980,0,2.0
img_11981,0,2.0
img_11982,0,0.0
img_11983,0,1.0
img_11984,0,7.0
img_11985,0,2.0
img_11986,0,2.0
img_11987,0,25.0
img_11988,0,0.0
img_11989,0,3.0
img_11990,0,3.0
img_11991,0,4.0
img_11992,0,2.0
img_11993,0,7.0
img_11994,0,7.0
img_11995,0,1.0
img_11996,0,4.0
img_11997,0,1.0
img_11998,0,1.0
img_11999,0,6.0
img_12000,0,5.0
img_12001,0,0.0
img_12002,0,4.0
img_12003,0,3.0
img_12004,0,2.0
img_12005,0,2.0
img_12006,0,2.0
img_12007,0,9.0
img_12008,0,0.0
img_12009,0,0.0
img_12010,0,2.0
img_12011,0,1.0
img_12012,0,10.0
img_12013,0,8.0
img_12014,0,11.0
img_12015,0,4.0
img_12016,0,2.0
img_12017,0,2.0
img_12018,0,0.0
img_12019,0,2.0
img_12020,0,6.0
img_12021,0,3.0
img_12022,0,0.0
img_12023,0,1.0
img_12024,0,0.0
img_12025,0,1.0
img_12026,0,1.0
img_12027,0,4.0
img_12028,0,3.0
img_12029,0,0.0
img_12030,0,3.0
img_12031,0,5.0
img_12032,0,1.0
img_12033,0,6.0
img_12034,0,1.0
img_12035,0,5.0
img_12036,0,0.0
img_12037,0,3.0
img_12038,0,19.0
img_12039,0,2.0
img_12040,0,1.0
img_12041,0,1.0
img_12042,0,2.0
img_12043,0,7.0
img_12044,0,0.0
img_12045,0,1.0
img_12046,0,0.0
img_12047,0,0.0
img_12048,0,0.0
img_12049,0,0.0
img_12050,0,0.0
img_12051,0,4.0
img_12052,0,2.0
img_12053,0,0.0
img_12054,0,0.0
img_12055,0,0.0
img_12056,0,0.0
img_12057,0,0.0
img_12058,0,9.0
img_12059,0,0.0
img_12060,0,7.0
img_12061,0,0.0
img_12062,0,1.0
img_12063,0,0.0
img_12064,0,18.0
img_12065,0,2.0
img_12066,0,6.0
img_12067,0,3.0
img_12068,0,0.0
img_12069,0,4.0
img_12070,0,1.0
img_12071,0,2.0
img_12072,0,2.0
img_12073,0,0.0
img_12074,0,3.0
img_12075,0,0.0
img_12076,0,3.0
img_12077,0,5.0
img_12078,0,0.0
img_12079,0,1.0
img_12080,0,1.0
img_12081,0,5.0
img_12082,0,0.0
img_12083,0,19.0
img_12084,0,3.0
img_12085,0,1.0
img_12086,0,5.0
img_12087,0,0.0
img_12088,0,7.0
img_12089,0,3.0
img_12090,0,0.0
img_12091,0,0.0
img_12092,0,2.0
img_12093,0,2.0
img_12094,0,0.0
img_12095,0,1.0
img_12096,0,1.0
img_12097,0,4.0
img_12098,0,0.0
img_12099,0,10.0
img_12100,0,0.0
img_12101,0,4.0
img_12102,0,0.0
img_12103,0,3.0
img_12104,0,6.0
img_12105,0,1.0
img_12106,0,1.0
img_12107,0,3.0
img_12108,0,2.0
img_12109,0,1.0
img_12110,0,8.0
img_12111,0,0.0
img_12112,0,0.0
img_12113,0,3.0
img_12114,0,10.0
img_12115,0,7.0
img_12116,0,16.0
img_12117,0,6.0
img_12118,0,13.0
img_12119,0,3.0
img_12120,0,5.0
img_12121,0,1.0
img_12122,0,3.0
img_12123,0,1.0
img_12124,0,2.0
img_12125,0,1.0
img_12126,0,12.0
img_12127,0,0.0
img_12128,0,15.0
img_12129,0,3.0
img_12130,0,1.0
img_12131,0,4.0
img_12132,0,1.0
img_12133,0,4.0
img_12134,0,7.0
img_12135,0,2.0
img_12136,0,3.0
img_12137,0,2.0
img_12138,0,1.0
img_12139,0,0.0
img_12140,0,6.0
img_12141,0,0.0
img_12142,0,3.0
img_12143,0,2.0
img_12144,0,0.0
img_12145,0,1.0
img_12146,0,11.0
img_12147,0,9.0
img_12148,0,0.0
img_12149,0,4.0
img_12150,0,12.0
img_12151,0,0.0
img_12152,0,8.0
img_12153,0,0.0
img_12154,0,28.0
img_12155,0,8.0
img_12156,0,1.0
img_12157,0,0.0
img_12158,0,1.0
img_12159,0,1.0
img_12160,0,1.0
img_12161,0,1.0
img_12162,0,0.0
img_12163,0,5.0
img_12164,0,1.0
img_12165,0,0.0
img_12166,0,1.0
img_12167,0,2.0
img_12168,0,4.0
img_12169,0,0.0
img_12170,0,4.0
img_12171,0,15.0
img_12172,0,4.0
img_12173,0,0.0
img_12174,0,0.0
img_12175,0,0.0
img_12176,0,7.0
img_12177,0,1.0
img_12178,0,8.0
img_12179,0,2.0
img_12180,0,3.0
img_12181,0,0.0
img_12182,0,0.0
img_12183,0,0.0
img_12184,0,0.0
img_12185,0,17.0
img_12186,0,1.0
img_12187,0,1.0
img_12188,0,0.0
img_12189,0,4.0
img_12190,0,9.0
img_12191,0,5.0
img_12192,0,7.0
img_12193,0,0.0
img_12194,0,10.0
img_12195,0,2.0
img_12196,0,1.0
img_12197,0,2.0
img_12198,0,6.0
img_12199,0,0.0
img_12200,0,2.0
img_12201,0,0.0
img_12202,0,2.0
img_12203,0,0.0
img_12204,0,1.0
img_12205,0,8.0
img_12206,0,0.0
img_12207,0,10.0
img_12208,0,11.0
img_12209,0,7.0
img_12210,0,15.0
img_12211,0,4.0
img_12212,0,14.0
img_12213,0,7.0
img_12214,0,2.0
img_12215,0,4.0
img_12216,0,3.0
img_12217,0,3.0
img_12218,0,2.0
img_12219,0,3.0
img_12220,0,7.0
img_12221,0,1.0
img_12222,0,3.0
img_12223,0,4.0
img_12224,0,1.0
img_12225,0,0.0
img_12226,0,27.0
img_12227,0,4.0
img_12228,0,3.0
img_12229,0,5.0
img_12230,0,0.0
img_12231,0,0.0
img_12232,0,2.0
img_12233,0,1.0
img_12234,0,4.0
img_12235,0,0.0
img_12236,0,5.0
img_12237,0,4.0
img_12238,0,3.0
img_12239,0,3.0
img_12240,0,2.0
img_12241,0,1.0
img_12242,0,0.0
img_12243,0,0.0
img_12244,0,0.0
img_12245,0,0.0
img_12246,0,4.0
img_12247,0,2.0
img_12248,0,10.0
img_12249,0,4.0
img_12250,0,3.0
img_12251,0,7.0
img_12252,0,2.0
img_12253,0,1.0
img_12254,0,6.0
img_12255,0,0.0
img_12256,0,4.0
img_12257,0,4.0
img_12258,0,0.0
img_12259,0,0.0
img_12260,0,6.0
img_12261,0,5.0
img_12262,0,3.0
img_12263,0,0.0
img_12264,0,1.0
img_12265,0,2.0
img_12266,0,1.0
img_12267,0,2.0
img_12268,0,1.0
img_12269,0,18.0
img_12270,0,4.0
img_12271,0,4.0
img_12272,0,0.0
img_12273,0,16.0
img_12274,0,1.0
img_12275,0,0.0
img_12276,0,3.0
img_12277,0,0.0
img_12278,0,0.0
img_12279,0,5.0
img_12280,0,2.0
img_12281,0,2.0
img_12282,0,3.0
img_12283,0,9.0
img_12284,0,1.0
img_12285,0,8.0
img_12286,0,0.0
img_12287,0,8.0
img_12288,0,1.0
img_12289,0,1.0
img_12290,0,3.0
img_12291,0,3.0
img_12292,0,0.0
img_12293,0,0.0
img_12294,0,2.0
img_12295,0,1.0
img_12296,0,0.0
img_12297,0,0.0
img_12298,0,1.0
img_12299,0,10.0
img_12300,0,11.0
img_12301,0,2.0
img_12302,0,2.0
img_12303,0,5.0
img_12304,0,3.0
img_12305,0,1.0
img_12306,0,0.0
img_12307,0,1.0
img_12308,0,4.0
img_12309,0,1.0
img_12310,0,7.0
img_12311,0,0.0
img_12312,0,0.0
img_12313,0,9.0
img_12314,0,2.0
img_12315,0,0.0
img_12316,0,3.0
img_12317,0,0.0
img_12318,0,3.0
img_12319,0,0.0
img_12320,0,2.0
img_12321,0,0.0
img_12322,0,1.0
img_12323,0,0.0
img_12324,0,7.0
img_12325,0,1.0
img_12326,0,3.0
img_12327,0,3.0
img_12328,0,1.0
img_12329,0,0.0
img_12330,0,1.0
img_12331,0,8.0
img_12332,0,17.0
img_12333,0,0.0
img_12334,0,0.0
img_12335,0,3.0
img_12336,0,2.0
img_12337,0,4.0
img_12338,0,1.0
img_12339,0,1.0
img_12340,0,6.0
img_12341,0,9.0
img_12342,0,10.0
img_12343,0,4.0
img_12344,0,4.0
img_12345,0,3.0
img_12346,0,1.0
img_12347,0,27.0
img_12348,0,2.0
img_12349,0,7.0
img_12350,0,2.0
img_12351,0,3.0
img_12352,0,1.0
img_12353,0,11.0
img_12354,0,0.0
img_12355,0,0.0
img_12356,0,0.0
img_12357,0,4.0
img_12358,0,3.0
img_12359,0,0.0
img_12360,0,3.0
img_12361,0,2.0
img_12362,0,2.0
img_12363,0,2.0
img_12364,0,3.0
img_12365,0,5.0
img_12366,0,4.0
img_12367,0,1.0
img_12368,0,10.0
img_12369,0,1.0
img_12370,0,2.0
img_12371,0,2.0
img_12372,0,2.0
img_12373,0,1.0
img_12374,0,1.0
img_12375,0,3.0
img_12376,0,0.0
img_12377,0,2.0
img_12378,0,0.0
img_12379,0,2.0
img_12380,0,6.0
img_12381,0,0.0
img_12382,0,4.0
img_12383,0,11.0
img_12384,0,13.0
img_12385,0,6.0
img_12386,0,6.0
img_12387,0,1.0
img_12388,0,2.0
img_12389,0,0.0
img_12390,0,0.0
img_12391,0,3.0
img_12392,0,3.0
img_12393,0,1.0
img_12394,0,1.0
img_12395,0,2.0
img_12396,0,2.0
img_12397,0,10.0
img_12398,0,4.0
img_12399,0,0.0
img_12400,0,1.0
img_12401,0,1.0
img_12402,0,0.0
img_12403,0,2.0
img_12404,0,9.0
img_12405,0,0.0
img_12406,0,3.0
img_12407,0,1.0
img_12408,0,2.0
img_12409,0,6.0
img_12410,0,0.0
img_12411,0,1.0
img_12412,0,1.0
img_12413,0,1.0
img_12414,0,6.0
img_12415,0,0.0
img_12416,0,1.0
img_12417,0,7.0
img_12418,0,2.0
img_12419,0,0.0
img_12420,0,0.0
img_12421,0,5.0
img_12422,0,8.0
img_12423,0,0.0
img_12424,0,2.0
img_12425,0,13.0
img_12426,0,2.0
img_12427,0,16.0
img_12428,0,0.0
img_12429,0,0.0
img_12430,0,12.0
img_12431,0,2.0
img_12432,0,1.0
img_12433,0,0.0
img_12434,0,2.0
img_12435,0,4.0
img_12436,0,1.0
img_12437,0,0.0
img_12438,0,1.0
img_12439,0,1.0
img_12440,0,0.0
img_12441,0,0.0
img_12442,0,2.0
img_12443,0,9.0
img_12444,0,3.0
img_12445,0,6.0
img_12446,0,3.0
img_12447,0,6.0
img_12448,0,4.0
img_12449,0,0.0
img_12450,0,2.0
img_12451,0,0.0
img_12452,0,4.0
img_12453,0,0.0
img_12454,0,2.0
img_12455,0,1.0
img_12456,0,1.0
img_12457,0,0.0
img_12458,0,1.0
img_12459,0,5.0
img_12460,0,3.0
img_12461,0,2.0
img_12462,0,0.0
img_12463,0,2.0
img_12464,0,8.0
img_12465,0,5.0
img_12466,0,0.0
img_12467,0,0.0
img_12468,0,0.0
img_12469,0,0.0
img_12470,0,0.0
img_12471,0,0.0
img_12472,0,4.0
img_12473,0,0.0
img_12474,0,0.0
img_12475,0,1.0
img_12476,0,8.0
img_12477,0,0.0
img_12478,0,8.0
img_12479,0,5.0
img_12480,0,3.0
img_12481,0,1.0
img_12482,0,0.0
img_12483,0,5.0
img_12484,0,5.0
img_12485,0,4.0
img_12486,0,4.0
img_12487,0,12.0
img_12488,0,0.0
img_12489,0,14.0
img_12490,0,2.0
img_12491,0,1.0
img_12492,0,0.0
img_12493,0,0.0
img_12494,0,1.0
img_12495,0,0.0
img_12496,0,1.0
img_12497,0,1.0
img_12498,0,3.0
img_12499,0,7.0
img_12500,0,4.0
img_12501,0,11.0
img_12502,0,0.0
img_12503,0,0.0
img_12504,0,13.0
img_12505,0,0.0
img_12506,0,1.0
img_12507,0,1.0
img_12508,0,2.0
img_12509,0,2.0
img_12510,0,4.0
img_12511,0,0.0
img_12512,0,0.0
img_12513,0,1.0
img_12514,0,6.0
img_12515,0,6.0
img_12516,0,0.0
img_12517,0,0.0
img_12518,0,6.0
img_12519,0,0.0
img_12520,0,0.0
img_12521,0,11.0
img_12522,0,0.0
img_12523,0,1.0
img_12524,0,2.0
img_12525,0,5.0
img_12526,0,2.0
img_12527,0,4.0
img_12528,0,3.0
img_12529,0,1.0
img_12530,0,1.0
img_12531,0,5.0
img_12532,0,1.0
img_12533,0,13.0
img_12534,0,2.0
img_12535,0,1.0
img_12536,0,2.0
img_12537,0,2.0
img_12538,0,1.0
img_12539,0,7.0
img_12540,0,15.0
img_12541,0,4.0
img_12542,0,1.0
img_12543,0,0.0
img_12544,0,0.0
img_12545,0,1.0
img_12546,0,1.0
img_12547,0,0.0
img_12548,0,0.0
img_12549,0,5.0
img_12550,0,10.0
img_12551,0,1.0
img_12552,0,9.0
img_12553,0,2.0
img_12554,0,6.0
img_12555,0,2.0
img_12556,0,3.0
img_12557,0,7.0
img_12558,0,1.0
img_12559,0,1.0
img_12560,0,9.0
img_12561,0,10.0
img_12562,0,3.0
img_12563,0,2.0
img_12564,0,11.0
img_12565,0,4.0
img_12566,0,4.0
img_12567,0,20.0
img_12568,0,2.0
img_12569,0,1.0
img_12570,0,1.0
img_12571,0,8.0
img_12572,0,0.0
img_12573,0,9.0
img_12574,0,2.0
img_12575,0,8.0
img_12576,0,0.0
img_12577,0,1.0
img_12578,0,7.0
img_12579,0,3.0
img_12580,0,0.0
img_12581,0,0.0
img_12582,0,1.0
img_12583,0,3.0
img_12584,0,7.0
img_12585,0,8.0
img_12586,0,5.0
img_12587,0,0.0
img_12588,0,4.0
img_12589,0,1.0
img_12590,0,3.0
img_12591,0,6.0
img_12592,0,0.0
img_12593,0,7.0
img_12594,0,0.0
img_12595,0,0.0
img_12596,0,1.0
img_12597,0,0.0
img_12598,0,0.0
img_12599,0,2.0
img_12600,0,5.0
img_12601,0,0.0
img_12602,0,0.0
img_12603,0,11.0
img_12604,0,2.0
img_12605,0,10.0
img_12606,0,12.0
img_12607,0,0.0
img_12608,0,0.0
img_12609,0,11.0
img_12610,0,1.0
img_12611,0,7.0
img_12612,0,1.0
img_12613,0,0.0
img_12614,0,0.0
img_12615,0,2.0
img_12616,0,2.0
img_12617,0,1.0
img_12618,0,2.0
img_12619,0,5.0
img_12620,0,9.0
img_12621,0,1.0
img_12622,0,3.0
img_12623,0,7.0
img_12624,0,8.0
img_12625,0,1.0
img_12626,0,4.0
img_12627,0,4.0
img_12628,0,0.0
img_12629,0,3.0
img_12630,0,0.0
img_12631,0,6.0
img_12632,0,0.0
img_12633,0,0.0
img_12634,0,6.0
img_12635,0,1.0
img_12636,0,12.0
