Image,Ground-truth,Predicted-Lymphocyte_y
img_9856,3,3
img_9857,4,2
img_9858,1,2
img_9859,1,2
img_9860,1,1
img_9861,1,2
img_9862,0,0
img_9863,6,6
img_9864,2,1
img_9865,0,0
img_9866,1,0
img_9867,9,8
img_9868,9,6
img_9869,1,0
img_9870,2,5
img_9871,4,6
img_9872,2,4
img_9873,1,2
img_9874,2,2
img_9875,0,0
img_9876,4,2
img_9877,4,0
img_9878,21,18
img_9879,0,0
img_9880,0,0
img_9881,4,4
img_9882,1,0
img_9883,1,1
img_9884,6,6
img_9885,5,8
img_9886,2,2
img_9887,3,3
img_9888,2,0
img_9889,0,0
img_9890,2,4
img_9891,3,2
img_9892,0,0
img_9893,2,3
img_9894,3,4
img_9895,1,1
img_9896,0,0
img_9897,1,1
img_9898,0,1
img_9899,2,0
img_9900,9,12
img_9901,0,1
img_9902,0,0
img_9903,0,0
img_9904,13,3
img_9905,1,0
img_9906,5,4
img_9907,0,1
img_9908,1,0
img_9909,3,2
img_9910,3,2
img_9911,1,3
img_9912,0,0
img_9913,1,0
img_9914,1,2
img_9915,9,10
img_9916,3,2
img_9917,4,2
img_9918,0,0
img_9919,1,2
img_9920,1,3
img_9921,9,11
img_9922,7,9
img_9923,0,0
img_9924,2,2
img_9925,4,6
img_9926,1,1
img_9927,2,1
img_9928,1,2
img_9929,2,1
img_9930,1,0
img_9931,2,3
img_9932,1,1
img_9933,2,6
img_9934,2,3
img_9935,0,0
img_9936,1,1
img_9937,4,5
img_9938,1,1
img_9939,7,13
img_9940,1,0
img_9941,0,0
img_9942,6,2
img_9943,5,2
img_9944,1,1
img_9945,10,11
img_9946,0,0
img_9947,7,11
img_9948,1,2
img_9949,7,2
img_9950,1,1
img_9951,2,1
img_9952,1,1
img_9953,1,0
img_9954,2,1
img_9955,2,1
img_9956,1,1
img_9957,2,3
img_9958,3,2
img_9959,17,16
img_9960,3,2
img_9961,4,0
img_9962,2,3
img_9963,3,3
img_9964,1,0
img_9965,3,3
img_9966,0,0
img_9967,1,0
img_9968,1,1
img_9969,1,3
img_9970,2,1
img_9971,1,0
img_9972,1,2
img_9973,14,9
img_9974,1,0
img_9975,1,0
img_9976,0,0
img_9977,1,2
img_9978,1,1
img_9979,2,1
img_9980,3,4
img_9981,0,2
img_9982,17,14
img_9983,0,0
img_9984,4,6
img_9985,0,0
img_9986,0,0
img_9987,3,2
img_9988,2,2
img_9989,6,5
img_9990,1,0
img_9991,4,5
img_9992,1,0
img_9993,0,0
img_9994,5,4
img_9995,13,18
img_9996,1,0
img_9997,2,2
img_9998,3,3
img_9999,1,0
img_10000,0,0
img_10001,3,2
img_10002,9,4
img_10003,2,1
img_10004,3,2
img_10005,5,5
img_10006,6,7
img_10007,1,1
img_10008,1,1
img_10009,2,2
img_10010,6,3
img_10011,1,1
img_10012,1,3
img_10013,10,13
img_10014,1,1
img_10015,3,7
img_10016,1,0
img_10017,1,1
img_10018,0,2
img_10019,2,1
img_10020,22,15
img_10021,4,8
img_10022,1,1
img_10023,9,4
img_10024,4,6
img_10025,0,0
img_10026,0,0
img_10027,2,3
img_10028,1,1
img_10029,1,1
img_10030,3,1
img_10031,1,2
img_10032,0,0
img_10033,30,21
img_10034,3,2
img_10035,1,3
img_10036,1,2
img_10037,4,1
img_10038,1,3
img_10039,4,3
img_10040,3,3
img_10041,4,9
img_10042,7,7
img_10043,2,3
img_10044,0,0
img_10045,1,0
img_10046,2,1
img_10047,5,3
img_10048,2,3
img_10049,1,0
img_10050,2,2
img_10051,4,7
img_10052,1,1
img_10053,1,3
img_10054,5,4
img_10055,1,1
img_10056,1,1
img_10057,15,15
img_10058,1,1
img_10059,0,0
img_10060,2,1
img_10061,9,18
img_10062,1,1
img_10063,2,3
img_10064,0,0
img_10065,6,5
img_10066,1,1
img_10067,1,3
img_10068,1,1
img_10069,4,5
img_10070,0,0
img_10071,2,1
img_10072,1,1
img_10073,2,1
img_10074,0,0
img_10075,0,1
img_10076,3,2
img_10077,1,0
img_10078,1,2
img_10079,10,6
img_10080,0,0
img_10081,1,1
img_10082,3,3
img_10083,1,0
img_10084,1,1
img_10085,9,2
img_10086,3,1
img_10087,13,10
img_10088,2,2
img_10089,1,1
img_10090,2,2
img_10091,1,0
img_10092,2,3
img_10093,9,10
img_10094,3,3
img_10095,4,8
img_10096,4,4
img_10097,3,6
img_10098,0,0
img_10099,1,1
img_10100,2,1
img_10101,2,2
img_10102,0,0
img_10103,2,0
img_10104,15,11
img_10105,1,0
img_10106,4,8
img_10107,3,3
img_10108,3,8
img_10109,0,0
img_10110,0,0
img_10111,1,0
img_10112,1,1
img_10113,5,9
img_10114,1,2
img_10115,5,2
img_10116,1,0
img_10117,4,1
img_10118,1,2
img_10119,1,0
img_10120,1,0
img_10121,2,2
img_10122,0,0
img_10123,0,0
img_10124,1,1
img_10125,6,3
img_10126,9,10
img_10127,2,1
img_10128,1,0
img_10129,1,1
img_10130,3,4
img_10131,2,2
img_10132,1,7
img_10133,12,22
img_10134,1,2
img_10135,1,0
img_10136,1,1
img_10137,2,3
img_10138,0,0
img_10139,25,9
img_10140,2,5
img_10141,4,4
img_10142,1,3
img_10143,0,0
img_10144,3,3
img_10145,1,0
img_10146,1,0
img_10147,2,2
img_10148,1,1
img_10149,0,0
img_10150,0,0
img_10151,25,20
img_10152,8,6
img_10153,2,3
img_10154,2,4
img_10155,1,0
img_10156,0,0
img_10157,1,1
img_10158,1,2
img_10159,1,1
img_10160,3,3
img_10161,1,1
img_10162,0,0
img_10163,0,3
img_10164,1,2
img_10165,3,4
img_10166,1,1
img_10167,1,0
img_10168,2,2
img_10169,4,24
img_10170,1,1
img_10171,2,3
img_10172,3,0
img_10173,2,2
img_10174,3,2
img_10175,3,1
img_10176,5,5
img_10177,0,1
img_10178,1,1
img_10179,1,0
img_10180,0,0
img_10181,13,8
img_10182,3,5
img_10183,2,1
img_10184,1,1
img_10185,7,14
img_10186,0,0
img_10187,0,0
img_10188,1,1
img_10189,10,6
img_10190,1,0
img_10191,1,4
img_10192,1,0
img_10193,0,0
img_10194,1,1
img_10195,4,7
img_10196,1,2
img_10197,4,6
img_10198,4,1
img_10199,7,4
img_10200,0,0
img_10201,0,0
img_10202,1,1
img_10203,0,0
img_10204,10,5
img_10205,0,0
img_10206,1,3
img_10207,0,0
img_10208,1,0
img_10209,3,3
img_10210,3,2
img_10211,0,0
img_10212,1,5
img_10213,4,6
img_10214,5,5
img_10215,1,4
img_10216,0,0
img_10217,1,1
img_10218,1,1
img_10219,9,7
img_10220,1,2
img_10221,1,2
img_10222,1,3
img_10223,0,0
img_10224,0,0
img_10225,1,0
img_10226,11,9
img_10227,3,4
img_10228,1,0
img_10229,2,3
img_10230,0,0
img_10231,1,1
img_10232,1,1
img_10233,1,3
img_10234,10,3
img_10235,0,0
img_10236,0,0
img_10237,2,2
img_10238,2,1
img_10239,1,1
img_10240,1,1
img_10241,0,4
img_10242,2,4
img_10243,1,0
img_10244,0,0
img_10245,7,4
img_10246,0,0
img_10247,21,17
img_10248,0,0
img_10249,3,0
img_10250,3,3
img_10251,1,1
img_10252,2,1
img_10253,0,0
img_10254,10,15
img_10255,1,0
img_10256,26,26
img_10257,5,2
img_10258,1,1
img_10259,1,3
img_10260,6,4
img_10261,6,11
img_10262,0,0
img_10263,3,5
img_10264,0,0
img_10265,2,2
img_10266,13,12
img_10267,1,2
img_10268,0,0
img_10269,1,0
img_10270,33,18
img_10271,2,0
img_10272,1,1
img_10273,0,0
img_10274,0,0
img_10275,15,16
img_10276,0,0
img_10277,0,0
img_10278,8,9
img_10279,10,8
img_10280,1,4
img_10281,1,0
img_10282,0,0
img_10283,1,1
img_10284,0,0
img_10285,5,9
img_10286,5,2
img_10287,0,0
img_10288,3,3
img_10289,5,6
img_10290,9,2
img_10291,7,10
img_10292,1,1
img_10293,2,2
img_10294,10,8
img_10295,9,15
img_10296,2,1
img_10297,2,2
img_10298,0,0
img_10299,14,13
img_10300,0,0
img_10301,1,1
img_10302,1,0
img_10303,0,1
img_10304,0,1
img_10305,1,1
img_10306,1,3
img_10307,2,1
img_10308,1,1
img_10309,0,2
img_10310,1,0
img_10311,2,3
img_10312,9,9
img_10313,10,11
img_10314,1,1
img_10315,0,0
img_10316,1,0
img_10317,1,1
img_10318,1,0
img_10319,1,2
img_10320,2,2
img_10321,0,0
img_10322,1,2
img_10323,1,3
img_10324,2,4
img_10325,2,1
img_10326,14,10
img_10327,2,0
img_10328,0,0
img_10329,3,5
img_10330,3,2
img_10331,2,3
img_10332,0,0
img_10333,1,1
img_10334,2,0
img_10335,4,8
img_10336,1,0
img_10337,3,4
img_10338,0,0
img_10339,0,0
img_10340,2,2
img_10341,2,4
img_10342,1,3
img_10343,3,1
img_10344,0,1
img_10345,3,2
img_10346,0,0
img_10347,0,0
img_10348,2,1
img_10349,2,0
img_10350,7,7
img_10351,1,1
img_10352,0,0
img_10353,1,2
img_10354,4,2
img_10355,2,2
img_10356,0,0
img_10357,0,0
img_10358,1,0
img_10359,1,4
img_10360,0,0
img_10361,0,1
img_10362,1,0
img_10363,2,0
img_10364,7,4
img_10365,1,1
img_10366,5,9
img_10367,15,7
img_10368,9,7
img_10369,0,1
img_10370,0,0
img_10371,0,0
img_10372,3,7
img_10373,0,0
img_10374,0,0
img_10375,2,0
img_10376,3,3
img_10377,11,4
img_10378,0,0
img_10379,2,3
img_10380,5,13
img_10381,2,1
img_10382,9,7
img_10383,1,1
img_10384,0,0
img_10385,18,26
img_10386,5,7
img_10387,2,2
img_10388,0,0
img_10389,0,0
img_10390,1,1
img_10391,0,0
img_10392,2,2
img_10393,1,0
img_10394,1,1
img_10395,4,8
img_10396,1,1
img_10397,1,1
img_10398,1,1
img_10399,7,10
img_10400,6,5
img_10401,5,3
img_10402,14,12
img_10403,16,16
img_10404,2,2
img_10405,0,0
img_10406,0,1
img_10407,1,0
img_10408,1,2
img_10409,1,0
img_10410,4,6
img_10411,3,3
img_10412,2,2
img_10413,4,3
img_10414,0,0
img_10415,0,0
img_10416,0,0
img_10417,1,0
img_10418,0,0
img_10419,1,0
img_10420,1,2
img_10421,2,0
img_10422,1,1
img_10423,1,0
img_10424,2,0
img_10425,1,1
img_10426,1,1
img_10427,3,3
img_10428,2,2
img_10429,1,1
img_10430,2,2
img_10431,4,2
img_10432,1,1
img_10433,1,3
img_10434,2,2
img_10435,0,0
img_10436,2,2
img_10437,7,6
img_10438,1,2
img_10439,1,1
img_10440,4,6
img_10441,0,0
img_10442,4,0
img_10443,0,2
img_10444,1,1
img_10445,1,2
img_10446,1,1
img_10447,2,7
img_10448,1,0
img_10449,2,0
img_10450,2,3
img_10451,4,2
img_10452,1,4
img_10453,5,3
img_10454,2,3
img_10455,1,0
img_10456,0,0
img_10457,1,0
img_10458,1,2
img_10459,0,0
img_10460,1,1
img_10461,1,1
img_10462,0,0
img_10463,5,7
img_10464,1,1
img_10465,7,8
img_10466,5,8
img_10467,0,0
img_10468,2,4
img_10469,0,0
img_10470,0,0
img_10471,12,4
img_10472,2,0
img_10473,5,6
img_10474,2,3
img_10475,1,0
img_10476,0,0
img_10477,1,0
img_10478,1,2
img_10479,1,7
img_10480,3,1
img_10481,3,5
img_10482,2,3
img_10483,9,10
img_10484,7,4
img_10485,3,2
img_10486,13,19
img_10487,0,0
img_10488,2,4
img_10489,3,3
img_10490,1,2
img_10491,1,0
img_10492,1,1
img_10493,4,3
img_10494,3,1
img_10495,0,0
img_10496,1,0
img_10497,1,1
img_10498,3,1
img_10499,0,0
img_10500,0,0
img_10501,2,3
img_10502,2,1
img_10503,1,2
img_10504,0,0
img_10505,0,0
img_10506,0,0
img_10507,0,2
img_10508,11,10
img_10509,0,0
img_10510,1,1
img_10511,4,6
img_10512,2,1
img_10513,0,1
img_10514,26,13
img_10515,0,0
img_10516,0,0
img_10517,1,1
img_10518,5,2
img_10519,1,1
img_10520,2,0
img_10521,6,8
img_10522,0,0
img_10523,3,4
img_10524,1,1
img_10525,0,0
img_10526,6,11
img_10527,1,2
img_10528,4,7
img_10529,6,6
img_10530,1,1
img_10531,0,0
img_10532,3,1
img_10533,3,5
img_10534,1,0
img_10535,0,0
img_10536,0,0
img_10537,0,0
img_10538,3,6
img_10539,3,1
img_10540,3,3
img_10541,0,1
img_10542,7,10
img_10543,2,2
img_10544,2,2
img_10545,0,0
img_10546,1,1
img_10547,3,3
img_10548,1,1
img_10549,0,0
img_10550,0,2
img_10551,0,0
img_10552,1,1
img_10553,2,2
img_10554,1,1
img_10555,0,0
img_10556,1,0
img_10557,2,4
img_10558,10,12
img_10559,0,0
img_10560,14,13
img_10561,0,1
img_10562,10,8
img_10563,1,1
img_10564,1,2
img_10565,1,3
img_10566,1,1
img_10567,6,8
img_10568,2,1
img_10569,3,2
img_10570,2,1
img_10571,17,19
img_10572,6,8
img_10573,2,0
img_10574,1,3
img_10575,0,0
img_10576,1,2
img_10577,7,2
img_10578,1,1
img_10579,1,2
img_10580,3,0
img_10581,7,9
img_10582,0,0
img_10583,0,0
img_10584,11,5
img_10585,1,0
img_10586,1,1
img_10587,20,10
img_10588,2,1
img_10589,4,4
img_10590,1,0
img_10591,0,0
img_10592,0,0
img_10593,1,2
img_10594,2,0
img_10595,1,1
img_10596,5,2
img_10597,2,1
img_10598,3,5
img_10599,6,1
img_10600,5,5
img_10601,5,6
img_10602,1,2
img_10603,2,0
img_10604,0,0
img_10605,0,0
img_10606,0,0
img_10607,1,3
img_10608,4,0
img_10609,1,3
img_10610,0,0
img_10611,2,4
img_10612,1,1
img_10613,0,0
img_10614,0,0
img_10615,1,1
img_10616,0,0
img_10617,12,12
img_10618,1,0
img_10619,1,2
img_10620,4,2
img_10621,1,2
img_10622,1,1
img_10623,1,0
img_10624,1,1
img_10625,2,4
img_10626,17,9
img_10627,0,0
img_10628,0,0
img_10629,1,0
img_10630,0,0
img_10631,0,0
img_10632,2,3
img_10633,0,0
img_10634,1,1
img_10635,2,2
img_10636,4,3
img_10637,0,0
img_10638,1,1
img_10639,1,2
img_10640,1,1
img_10641,0,0
img_10642,7,8
img_10643,1,1
img_10644,0,0
img_10645,0,0
img_10646,1,1
img_10647,6,3
img_10648,0,0
img_10649,0,0
img_10650,1,0
img_10651,1,0
img_10652,7,6
img_10653,4,3
img_10654,3,1
img_10655,1,0
img_10656,0,0
img_10657,3,2
img_10658,0,0
img_10659,2,1
img_10660,0,0
img_10661,1,1
img_10662,1,1
img_10663,2,1
img_10664,9,16
img_10665,2,3
img_10666,1,2
img_10667,1,0
img_10668,0,0
img_10669,1,0
img_10670,2,3
img_10671,5,8
img_10672,9,6
img_10673,2,2
img_10674,3,2
img_10675,9,7
img_10676,1,0
img_10677,1,1
img_10678,0,0
img_10679,2,2
img_10680,0,0
img_10681,1,1
img_10682,0,0
img_10683,1,1
img_10684,6,0
img_10685,0,0
img_10686,4,12
img_10687,1,1
img_10688,2,2
img_10689,0,0
img_10690,1,0
img_10691,5,3
img_10692,0,0
img_10693,10,13
img_10694,0,0
img_10695,1,1
img_10696,3,4
img_10697,2,1
img_10698,2,1
img_10699,2,2
img_10700,0,0
img_10701,0,0
img_10702,4,3
img_10703,2,3
img_10704,1,1
img_10705,1,0
img_10706,0,2
img_10707,15,6
img_10708,1,0
img_10709,0,0
img_10710,2,2
img_10711,6,4
img_10712,1,1
img_10713,3,3
img_10714,14,21
img_10715,70,35
img_10716,0,0
img_10717,1,1
img_10718,8,9
img_10719,3,4
img_10720,5,7
img_10721,10,14
img_10722,1,1
img_10723,1,3
img_10724,1,0
img_10725,3,3
img_10726,1,0
img_10727,4,5
img_10728,3,4
img_10729,7,8
img_10730,1,0
img_10731,1,0
img_10732,0,0
img_10733,0,0
img_10734,4,7
img_10735,1,1
img_10736,1,0
img_10737,0,0
img_10738,0,2
img_10739,0,1
img_10740,1,2
img_10741,0,0
img_10742,2,2
img_10743,2,2
img_10744,3,0
img_10745,1,1
img_10746,5,0
img_10747,9,10
img_10748,0,2
img_10749,3,5
img_10750,2,3
img_10751,0,0
img_10752,1,1
img_10753,0,0
img_10754,0,0
img_10755,2,2
img_10756,0,0
img_10757,2,2
img_10758,1,1
img_10759,3,1
img_10760,4,3
img_10761,1,0
img_10762,0,0
img_10763,2,3
img_10764,0,0
img_10765,2,3
img_10766,1,0
img_10767,1,0
img_10768,0,0
img_10769,2,0
img_10770,0,0
img_10771,7,2
img_10772,2,3
img_10773,0,0
img_10774,2,1
img_10775,0,0
img_10776,0,0
img_10777,4,6
img_10778,1,1
img_10779,2,1
img_10780,0,0
img_10781,0,0
img_10782,1,0
img_10783,1,0
img_10784,2,2
img_10785,10,9
img_10786,0,0
img_10787,1,2
img_10788,1,1
img_10789,16,26
img_10790,3,2
img_10791,0,0
img_10792,0,0
img_10793,0,0
img_10794,2,2
img_10795,2,0
img_10796,1,2
img_10797,1,1
img_10798,1,0
img_10799,1,1
img_10800,3,6
img_10801,9,7
img_10802,13,16
img_10803,1,0
img_10804,1,1
img_10805,7,10
img_10806,0,0
img_10807,0,0
img_10808,3,2
img_10809,4,6
img_10810,1,2
img_10811,1,0
img_10812,5,0
img_10813,1,1
img_10814,0,0
img_10815,8,9
img_10816,0,0
img_10817,5,0
img_10818,7,5
img_10819,0,1
img_10820,1,1
img_10821,10,8
img_10822,4,4
img_10823,1,0
img_10824,0,0
img_10825,2,1
img_10826,0,0
img_10827,0,0
img_10828,0,1
img_10829,1,0
img_10830,3,4
img_10831,1,0
img_10832,0,0
img_10833,12,7
img_10834,1,1
img_10835,0,0
img_10836,1,0
img_10837,0,0
img_10838,4,7
img_10839,0,0
img_10840,2,3
img_10841,3,3
img_10842,0,0
img_10843,0,0
img_10844,1,0
img_10845,0,0
img_10846,1,1
img_10847,4,0
img_10848,2,1
img_10849,0,0
img_10850,1,1
img_10851,2,6
img_10852,1,2
img_10853,0,2
img_10854,1,1
img_10855,2,1
img_10856,5,5
img_10857,0,0
img_10858,0,0
img_10859,5,4
img_10860,0,0
img_10861,4,2
img_10862,2,1
img_10863,3,3
img_10864,1,2
img_10865,2,4
img_10866,3,2
img_10867,2,1
img_10868,14,20
img_10869,4,1
img_10870,2,2
img_10871,3,4
img_10872,9,7
img_10873,10,9
img_10874,5,6
img_10875,0,1
img_10876,0,0
img_10877,0,0
img_10878,0,0
img_10879,1,1
img_10880,1,3
img_10881,4,2
img_10882,1,2
img_10883,1,1
img_10884,4,4
img_10885,0,0
img_10886,8,3
img_10887,3,4
img_10888,0,0
img_10889,2,2
img_10890,2,2
img_10891,4,2
img_10892,0,0
img_10893,2,1
img_10894,0,1
img_10895,1,1
img_10896,0,0
img_10897,1,1
img_10898,10,15
img_10899,2,1
img_10900,8,1
img_10901,0,0
img_10902,1,0
img_10903,2,1
img_10904,0,0
img_10905,1,0
img_10906,1,1
img_10907,0,0
img_10908,0,0
img_10909,0,1
img_10910,1,0
img_10911,1,1
img_10912,5,5
img_10913,5,4
img_10914,34,24
img_10915,5,4
img_10916,2,2
img_10917,2,1
img_10918,12,2
img_10919,1,1
img_10920,6,2
img_10921,0,0
img_10922,2,1
img_10923,1,0
img_10924,1,1
img_10925,9,10
img_10926,1,2
img_10927,16,12
img_10928,2,1
img_10929,4,5
img_10930,4,4
img_10931,0,0
img_10932,2,2
img_10933,0,1
img_10934,3,3
img_10935,1,0
img_10936,1,0
img_10937,0,0
img_10938,1,1
img_10939,4,1
img_10940,1,2
img_10941,4,5
img_10942,0,0
img_10943,1,0
img_10944,14,9
img_10945,1,1
img_10946,14,9
img_10947,2,1
img_10948,1,1
img_10949,1,0
img_10950,1,0
img_10951,20,5
img_10952,15,14
img_10953,1,0
img_10954,1,1
img_10955,0,1
img_10956,6,5
img_10957,3,0
img_10958,2,1
img_10959,1,2
img_10960,2,0
img_10961,15,9
img_10962,1,1
img_10963,3,4
img_10964,10,5
img_10965,1,0
img_10966,1,0
img_10967,2,1
img_10968,1,2
img_10969,8,3
img_10970,1,0
img_10971,1,0
img_10972,0,0
img_10973,1,1
img_10974,3,4
img_10975,4,6
img_10976,0,0
img_10977,1,1
img_10978,0,0
img_10979,0,0
img_10980,1,0
img_10981,1,1
img_10982,2,3
img_10983,1,0
img_10984,1,3
img_10985,2,0
img_10986,1,0
img_10987,1,2
img_10988,1,3
img_10989,1,0
img_10990,1,2
img_10991,2,1
img_10992,1,1
img_10993,3,5
img_10994,1,1
img_10995,2,3
img_10996,12,11
img_10997,0,0
img_10998,1,1
img_10999,1,1
img_11000,39,30
img_11001,3,1
img_11002,0,0
img_11003,0,0
img_11004,0,0
img_11005,12,8
img_11006,4,2
img_11007,3,2
img_11008,0,0
img_11009,7,3
img_11010,4,3
img_11011,0,0
img_11012,1,1
img_11013,0,0
img_11014,0,0
img_11015,1,0
img_11016,0,0
img_11017,5,0
img_11018,0,0
img_11019,7,5
img_11020,2,1
img_11021,5,6
img_11022,4,4
img_11023,3,2
img_11024,2,3
img_11025,1,1
img_11026,1,0
img_11027,1,1
img_11028,1,1
img_11029,0,0
img_11030,0,0
img_11031,0,0
img_11032,1,3
img_11033,3,2
img_11034,0,0
img_11035,2,2
img_11036,0,0
img_11037,4,2
img_11038,2,2
img_11039,3,3
img_11040,8,3
img_11041,0,0
img_11042,6,5
img_11043,5,1
img_11044,1,0
img_11045,1,0
img_11046,2,1
img_11047,1,1
img_11048,9,3
img_11049,0,2
img_11050,2,2
img_11051,6,4
img_11052,0,0
img_11053,2,0
img_11054,0,5
img_11055,1,1
img_11056,0,0
img_11057,1,1
img_11058,6,10
img_11059,2,0
img_11060,4,0
img_11061,2,1
img_11062,0,0
img_11063,3,2
img_11064,1,1
img_11065,1,1
img_11066,5,4
img_11067,5,6
img_11068,0,0
img_11069,1,2
img_11070,2,3
img_11071,1,4
img_11072,1,2
img_11073,3,3
img_11074,0,0
img_11075,0,0
img_11076,7,5
img_11077,1,1
img_11078,2,0
img_11079,1,0
img_11080,1,1
img_11081,2,0
img_11082,1,2
img_11083,10,5
img_11084,1,4
img_11085,1,1
img_11086,4,6
img_11087,1,0
img_11088,3,3
img_11089,1,1
img_11090,3,0
img_11091,4,8
img_11092,21,20
img_11093,2,0
img_11094,5,4
img_11095,4,1
img_11096,8,8
img_11097,7,7
img_11098,0,0
img_11099,0,0
img_11100,1,1
img_11101,22,14
img_11102,14,19
img_11103,6,5
img_11104,2,2
img_11105,41,20
img_11106,1,1
img_11107,4,0
img_11108,1,1
img_11109,4,5
img_11110,2,1
img_11111,1,2
img_11112,0,1
img_11113,8,8
img_11114,3,0
img_11115,1,1
img_11116,8,6
img_11117,1,0
img_11118,15,17
img_11119,0,0
img_11120,0,0
img_11121,0,0
img_11122,1,1
img_11123,0,3
img_11124,5,4
img_11125,1,0
img_11126,1,0
img_11127,1,1
img_11128,0,0
img_11129,2,0
img_11130,10,4
img_11131,0,0
img_11132,0,1
img_11133,1,0
img_11134,2,3
img_11135,1,0
img_11136,1,1
img_11137,3,3
img_11138,7,8
img_11139,9,4
img_11140,0,0
img_11141,2,2
img_11142,2,1
img_11143,3,2
img_11144,0,0
img_11145,1,0
img_11146,0,0
img_11147,2,0
img_11148,1,1
img_11149,7,7
img_11150,0,0
img_11151,4,4
img_11152,0,0
img_11153,1,3
img_11154,2,2
img_11155,1,0
img_11156,8,7
img_11157,4,2
img_11158,1,1
img_11159,1,0
img_11160,28,36
img_11161,2,0
img_11162,2,7
img_11163,0,0
img_11164,5,6
img_11165,2,1
img_11166,1,1
img_11167,1,1
img_11168,6,9
img_11169,8,4
img_11170,0,0
img_11171,3,2
img_11172,0,0
img_11173,5,5
img_11174,0,1
img_11175,0,0
img_11176,1,1
img_11177,1,2
img_11178,0,0
img_11179,3,0
img_11180,2,0
img_11181,3,4
img_11182,1,1
img_11183,0,0
img_11184,1,0
img_11185,1,3
img_11186,8,3
img_11187,0,0
img_11188,5,2
img_11189,1,1
img_11190,1,0
img_11191,6,8
img_11192,23,21
img_11193,3,5
img_11194,1,1
img_11195,0,0
img_11196,3,3
img_11197,2,3
img_11198,5,5
img_11199,0,0
img_11200,1,3
img_11201,12,15
img_11202,1,1
img_11203,1,1
img_11204,1,0
img_11205,2,1
img_11206,6,3
img_11207,1,0
img_11208,2,0
img_11209,1,1
img_11210,0,0
img_11211,3,7
img_11212,3,0
img_11213,1,1
img_11214,1,3
img_11215,0,0
img_11216,1,2
img_11217,2,0
img_11218,4,1
img_11219,0,0
img_11220,5,3
img_11221,1,0
img_11222,3,1
img_11223,1,1
img_11224,10,13
img_11225,23,22
img_11226,2,3
img_11227,3,1
img_11228,0,0
img_11229,4,4
img_11230,2,1
img_11231,1,2
img_11232,2,2
img_11233,1,1
img_11234,1,2
img_11235,1,1
img_11236,0,0
img_11237,0,1
img_11238,1,0
img_11239,2,3
img_11240,3,2
img_11241,1,0
img_11242,0,0
img_11243,7,6
img_11244,3,5
img_11245,0,2
img_11246,4,2
img_11247,1,1
img_11248,0,0
img_11249,1,3
img_11250,0,0
img_11251,0,1
img_11252,3,1
img_11253,3,2
img_11254,0,0
img_11255,0,0
img_11256,4,2
img_11257,2,0
img_11258,3,2
img_11259,0,0
img_11260,2,2
img_11261,1,1
img_11262,6,3
img_11263,2,3
img_11264,6,6
img_11265,14,7
img_11266,0,0
img_11267,1,0
img_11268,0,1
img_11269,1,0
img_11270,9,2
img_11271,3,8
img_11272,1,0
img_11273,1,0
img_11274,1,1
img_11275,17,11
img_11276,1,1
img_11277,1,0
img_11278,19,16
img_11279,0,0
img_11280,2,1
img_11281,1,2
img_11282,10,12
img_11283,2,2
img_11284,1,0
img_11285,4,3
img_11286,3,2
img_11287,0,0
img_11288,0,0
img_11289,0,0
img_11290,2,3
img_11291,0,0
img_11292,5,1
img_11293,2,1
img_11294,23,26
img_11295,3,5
img_11296,1,1
img_11297,7,5
img_11298,2,1
img_11299,7,8
img_11300,0,1
img_11301,0,0
img_11302,2,2
img_11303,0,0
img_11304,1,2
img_11305,3,3
img_11306,10,21
img_11307,1,2
img_11308,1,2
img_11309,16,17
img_11310,3,4
img_11311,1,2
img_11312,5,4
img_11313,2,1
img_11314,0,0
img_11315,0,0
img_11316,14,19
img_11317,1,1
img_11318,1,1
img_11319,1,0
img_11320,8,4
img_11321,8,4
img_11322,1,0
img_11323,6,7
img_11324,2,3
img_11325,10,15
img_11326,3,1
img_11327,1,1
img_11328,5,5
img_11329,0,0
img_11330,2,3
img_11331,1,1
img_11332,1,2
img_11333,2,4
img_11334,5,2
img_11335,5,1
img_11336,0,0
img_11337,0,0
img_11338,1,5
img_11339,1,2
img_11340,15,3
img_11341,19,1
img_11342,0,0
img_11343,0,0
img_11344,0,0
img_11345,2,2
img_11346,0,0
img_11347,0,0
img_11348,18,24
img_11349,0,0
img_11350,1,1
img_11351,1,1
img_11352,1,1
img_11353,6,4
img_11354,0,0
img_11355,11,12
img_11356,1,1
img_11357,1,0
img_11358,2,1
img_11359,6,4
img_11360,2,0
img_11361,6,14
img_11362,7,5
img_11363,0,0
img_11364,1,0
img_11365,25,11
img_11366,2,3
img_11367,0,0
img_11368,5,6
img_11369,2,1
img_11370,1,0
img_11371,6,2
img_11372,1,1
img_11373,1,2
img_11374,3,0
img_11375,1,2
img_11376,6,4
img_11377,1,2
img_11378,2,4
img_11379,0,0
img_11380,0,0
img_11381,0,0
img_11382,1,3
img_11383,2,2
img_11384,2,1
img_11385,3,0
img_11386,1,0
img_11387,1,0
img_11388,1,1
img_11389,1,1
img_11390,1,0
img_11391,0,0
img_11392,4,4
img_11393,4,6
img_11394,2,2
img_11395,5,8
img_11396,1,2
img_11397,1,3
img_11398,0,0
img_11399,2,1
img_11400,1,2
img_11401,11,9
img_11402,0,0
img_11403,2,3
img_11404,16,23
img_11405,5,4
img_11406,7,7
img_11407,1,0
