Image,Predicted-Lymphocyte
img_10189,6
img_10190,0
img_10191,3
img_10193,0
img_10194,1
img_10195,7
img_10196,3
img_10197,6
img_10198,2
img_10199,5
img_10200,0
img_10201,0
img_10202,2
img_10203,0
img_10204,5
img_10205,0
img_10206,3
img_10208,0
img_10209,4
img_10210,2
img_10211,0
img_10212,5
img_10213,6
img_10214,5
img_10215,4
img_10216,0
img_10217,1
img_10218,2
img_10219,7
img_10220,2
img_10221,2
img_10222,2
img_10223,0
img_10224,0
img_10225,0
img_10226,11
img_10227,3
img_10228,0
img_10229,3
img_10230,0
img_10231,1
img_10232,1
img_10233,3
img_10234,4
img_10235,0
img_10236,0
img_10237,2
img_10238,3
img_10239,1
img_10240,1
img_10241,12
img_10242,4
img_10243,0
img_10244,0
img_10245,5
img_10246,0
img_10247,23
img_10248,0
img_10249,0
img_10250,3
img_10251,1
img_10252,1
img_10253,0
img_10254,16
img_10255,1
img_10256,28
img_10257,2
img_10258,1
img_10259,3
img_10260,5
img_10261,12
img_10262,0
img_10263,4
img_10264,0
img_10265,3
img_10266,17
img_10267,2
img_10268,0
img_10269,0
img_10270,19
img_10271,1
img_10272,1
img_10273,0
img_10274,0
img_10275,16
img_10276,0
img_10277,0
img_10278,8
img_10279,10
img_10280,4
img_10281,0
img_10282,0
img_10283,1
img_10284,0
img_10285,9
img_10286,2
img_10287,0
img_10288,3
img_10289,5
img_10290,2
img_10291,13
img_10292,1
img_10293,2
img_10294,6
img_10295,19
img_10296,2
img_10297,2
img_10298,0
img_10299,17
img_10300,0
img_10301,1
img_10302,1
img_10303,1
img_10304,1
img_10305,1
img_10306,3
img_10307,2
img_10308,1
img_10309,2
img_10310,0
img_10311,3
img_10312,10
img_10313,11
img_10314,1
img_10315,0
img_10316,0
img_10317,1
img_10318,0
img_10319,3
img_10320,2
img_10321,1
img_10322,1
img_10323,3
img_10324,6
img_10325,1
img_10326,10
img_10327,0
img_10328,0
img_10329,5
img_10330,2
img_10331,3
img_10332,0
img_10333,1
img_10334,0
img_10335,8
img_10336,0
img_10337,5
img_10338,0
img_10340,2
img_10341,5
img_10342,2
img_10343,1
img_10344,0
img_10345,2
img_10346,0
img_10347,0
img_10348,2
img_10349,0
img_10350,7
img_10351,1
img_10352,0
img_10353,1
img_10354,2
img_10355,2
img_10356,0
img_10357,0
img_10358,0
img_10359,5
img_10360,0
img_10361,1
img_10362,1
img_10363,2
img_10364,3
img_10365,1
img_10366,10
img_10367,10
img_10368,8
img_10369,1
img_10370,0
img_10371,0
img_10372,7
img_10373,0
img_10374,0
img_10375,0
img_10376,1
img_10377,9
img_10378,0
img_10379,3
img_10380,12
img_10381,2
img_10382,9
img_10383,1
img_10384,0
img_10385,30
img_10386,6
img_10387,2
img_10388,0
img_10389,0
img_10390,1
img_10391,0
img_10392,2
img_10393,0
img_10394,1
img_10395,9
img_10396,1
img_10397,2
img_10398,1
img_10399,11
img_10400,5
img_10401,3
img_10402,21
img_10403,17
img_10404,4
img_10405,0
img_10406,0
img_10407,0
img_10408,2
img_10409,0
img_10410,8
img_10411,2
img_10412,2
img_10413,5
img_10414,0
img_10415,0
img_10416,0
img_10417,0
img_10418,0
img_10419,0
img_10420,2
img_10421,1
img_10422,1
img_10423,0
img_10424,1
img_10425,1
img_10426,1
img_10427,2
img_10428,2
img_10429,1
img_10430,2
img_10431,4
img_10432,1
img_10433,3
img_10434,3
img_10435,0
img_10436,4
img_10437,7
img_10438,1
img_10439,1
img_10440,6
img_10441,0
img_10442,0
img_10443,1
img_10444,0
img_10445,2
img_10446,1
img_10447,7
img_10448,0
img_10449,0
img_10450,2
img_10451,2
img_10452,4
img_10453,3
img_10454,3
img_10455,0
img_10456,0
img_10457,0
img_10458,2
img_10459,0
img_10460,1
img_10461,1
img_10462,0
img_10463,8
img_10464,1
img_10465,7
img_10466,8
img_10467,1
img_10468,4
img_10469,0
img_10470,0
img_10471,5
img_10472,0
img_10473,5
img_10474,3
img_10475,0
img_10476,0
img_10477,0
img_10478,4
img_10479,6
img_10480,2
img_10481,4
img_10482,3
img_10483,10
img_10484,7
img_10485,2
img_10486,21
img_10487,0
img_10488,4
img_10489,3
img_10490,2
img_10491,0
img_10492,1
img_10493,4
img_10494,1
img_10496,1
img_10497,1
img_10498,4
img_10500,0
img_10501,3
img_10502,1
img_10503,2
img_10504,0
img_10505,0
img_10506,0
img_10507,3
img_10508,10
img_10509,0
img_10510,1
img_10511,6
img_10512,1
img_10513,1
img_10514,15
img_10515,0
img_10516,0
img_10517,1
img_10518,3
img_10519,1
img_10520,0
img_10521,9
img_10522,0
img_10523,3
img_10524,3
img_10525,0
img_10526,11
img_10527,2
img_10528,6
img_10529,6
img_10530,1
img_10531,0
img_10532,1
img_10533,6
img_10534,0
img_10536,0
img_10537,2
img_10538,6
img_10539,2
img_10540,3
img_10541,1
img_10542,12
img_10543,2
img_10544,2
img_10545,0
img_10546,2
img_10547,4
img_10548,1
img_10549,0
img_10550,1
img_10551,0
img_10552,1
img_10553,3
img_10554,1
img_10555,0
img_10556,2
img_10557,3
img_10558,11
img_10559,0
img_10560,13
img_10561,1
img_10562,8
img_10563,1
img_10564,2
img_10565,3
img_10566,1
img_10567,8
img_10568,2
img_10569,2
img_10570,1
img_10571,23
img_10572,8
img_10573,0
img_10574,3
img_10575,0
img_10576,1
img_10577,4
img_10578,1
img_10579,0
img_10580,0
img_10581,7
img_10582,0
img_10583,0
img_10584,8
img_10585,0
img_10586,1
img_10587,10
img_10588,1
img_10589,5
img_10590,0
img_10591,0
img_10592,0
img_10593,2
img_10594,0
img_10595,1
img_10596,2
img_10597,1
img_10598,4
img_10599,1
img_10600,6
img_10601,8
img_10602,2
img_10603,0
img_10605,0
img_10606,0
img_10607,2
img_10608,0
img_10609,2
img_10610,0
img_10611,3
img_10612,1
img_10613,1
img_10614,0
img_10615,1
img_10616,0
img_10617,12
img_10618,0
img_10619,3
img_10620,4
img_10621,2
img_10622,1
img_10623,2
img_10624,1
img_10625,4
img_10626,9
img_10627,0
img_10628,0
img_10629,0
img_10630,0
img_10631,0
img_10632,3
img_10633,0
img_10634,1
img_10635,1
img_10636,5
img_10637,0
img_10638,2
img_10639,2
img_10640,1
img_10641,0
img_10642,13
img_10643,1
img_10644,0
img_10645,0
img_10646,1
img_10647,3
img_10648,0
img_10649,0
img_10650,0
img_10651,0
img_10652,7
img_10653,4
img_10654,1
img_10655,0
img_10656,0
img_10657,2
img_10658,0
img_10659,2
img_10660,0
img_10661,1
img_10662,1
img_10663,1
img_10664,17
img_10665,3
img_10666,2
img_10667,0
img_10668,0
img_10669,1
img_10670,3
img_10671,10
img_10672,6
img_10673,4
img_10674,4
img_10675,7
img_10676,0
img_10677,1
img_10678,0
img_10679,2
img_10680,0
img_10681,1
img_10682,0
img_10683,2
img_10684,1
img_10685,0
img_10686,11
img_10687,1
img_10688,2
img_10689,0
img_10690,1
img_10691,4
img_10692,0
img_10693,15
img_10694,0
img_10695,1
img_10696,4
img_10697,1
img_10698,1
img_10699,2
img_10700,0
img_10701,0
img_10702,2
img_10703,2
img_10704,1
img_10705,1
img_10706,2
img_10707,6
img_10708,0
img_10709,0
img_10710,2
img_10711,5
img_10712,1
img_10713,4
img_10714,22
img_10715,39
img_10716,0
img_10717,0
img_10718,11
img_10719,4
img_10720,7
img_10721,16
img_10722,1
img_10723,3
img_10724,1
img_10725,4
img_10726,0
img_10727,5
img_10728,2
img_10729,9
img_10730,0
img_10731,1
img_10732,0
img_10733,1
img_10734,8
img_10735,1
img_10736,0
img_10737,0
img_10738,2
img_10739,1
img_10740,2
img_10741,0
img_10742,2
img_10743,2
img_10744,1
img_10745,1
img_10746,0
img_10747,16
img_10748,2
img_10749,6
img_10750,3
img_10751,0
img_10752,2
img_10753,0
img_10754,0
img_10755,3
img_10756,0
img_10757,2
img_10758,1
img_10759,2
img_10760,3
img_10761,0
img_10762,0
img_10763,4
img_10764,0
img_10765,3
img_10766,0
img_10767,1
img_10768,0
img_10769,1
img_10770,1
img_10771,2
img_10772,4
img_10773,0
img_10774,1
img_10775,0
img_10776,5
img_10777,6
img_10778,1
img_10779,1
img_10780,0
img_10782,1
img_10783,1
img_10784,2
img_10785,10
img_10786,0
img_10787,2
img_10788,1
img_10789,27
img_10790,3
img_10791,0
img_10793,0
img_10794,2
img_10795,0
img_10796,2
img_10797,1
img_10798,0
img_10799,2
img_10800,8
img_10801,9
img_10802,16
img_10803,0
img_10804,1
img_10805,13
img_10806,0
img_10807,0
img_10808,2
img_10809,7
img_10810,2
img_10811,0
img_10812,1
img_10813,1
img_10815,10
img_10816,0
img_10817,1
img_10818,7
img_10819,1
img_10820,1
img_10821,9
img_10822,7
img_10823,1
img_10824,0
img_10825,2
img_10826,0
img_10827,0
img_10828,1
img_10829,0
img_10830,4
img_10831,0
img_10832,0
img_10833,7
img_10834,1
img_10836,0
img_10837,0
img_10838,7
img_10839,0
img_10840,3
img_10841,3
img_10842,0
img_10843,0
img_10846,1
img_10847,0
img_10848,2
img_10849,0
img_10850,1
img_10851,5
img_10852,2
img_10853,0
img_10854,1
img_10855,1
img_10856,4
img_10857,0
img_10858,0
img_10859,4
img_10860,0
img_10861,2
img_10862,1
img_10863,3
img_10864,2
img_10865,5
img_10866,2
img_10867,3
img_10868,20
img_10869,1
img_10870,3
img_10871,4
img_10872,5
img_10873,10
img_10874,7
img_10875,1
img_10876,0
img_10877,0
img_10878,0
img_10879,1
img_10880,3
img_10881,3
img_10882,2
img_10883,1
img_10884,4
img_10885,1
img_10886,6
img_10887,4
img_10888,0
img_10889,2
img_10890,2
img_10891,2
img_10892,0
img_10893,2
img_10894,2
img_10895,0
img_10896,0
img_10897,1
img_10898,15
img_10899,2
img_10900,2
img_10901,0
img_10902,0
img_10903,2
img_10904,0
img_10905,0
img_10906,1
img_10907,2
img_10908,0
img_10909,1
img_10910,1
img_10911,1
img_10912,5
img_10913,4
img_10914,27
img_10915,4
img_10916,2
img_10917,2
img_10918,3
img_10919,1
img_10920,2
img_10921,0
img_10922,1
img_10923,0
img_10924,1
img_10925,12
img_10926,2
img_10927,16
img_10928,1
img_10929,4
img_10930,4
img_10931,0
img_10932,2
img_10933,1
img_10934,3
img_10935,1
img_10936,0
img_10937,0
img_10938,1
img_10939,2
img_10940,2
img_10941,5
img_10942,0
img_10943,0
img_10944,8
img_10945,0
img_10946,11
img_10947,2
img_10948,1
img_10949,1
img_10950,0
img_10951,6
img_10952,18
img_10953,1
img_10954,1
img_10955,1
img_10956,7
img_10957,0
img_10958,3
img_10959,2
img_10960,0
img_10961,11
img_10962,1
img_10963,3
img_10964,6
img_10965,1
img_10966,0
img_10967,1
img_10968,2
img_10969,9
img_10970,0
img_10971,1
img_10972,0
img_10973,1
img_10974,4
img_10975,5
img_10976,0
img_10977,2
img_10978,0
img_10979,0
img_10980,1
img_10981,1
img_10982,3
img_10983,0
img_10984,3
img_10985,1
img_10986,0
img_10987,2
img_10988,3
img_10989,0
img_10990,2
img_10991,1
img_10992,1
img_10993,7
img_10994,1
img_10995,5
img_10996,11
img_10997,0
img_10998,1
img_10999,1
img_11000,35
img_11001,2
img_11002,0
img_11003,0
img_11004,0
img_11005,10
img_11006,2
img_11007,3
img_11008,0
img_11009,3
img_11010,3
img_11011,0
img_11012,1
img_11013,0
img_11014,0
img_11015,1
img_11016,0
img_11017,1
img_11018,0
img_11019,5
img_11020,1
img_11021,6
img_11022,5
img_11023,2
img_11024,3
img_11025,1
img_11026,0
img_11027,2
img_11028,1
img_11029,0
img_11030,0
img_11031,0
img_11032,2
img_11033,2
img_11034,0
img_11035,3
img_11036,0
img_11037,6
img_11038,2
img_11039,3
img_11040,4
img_11041,0
img_11042,6
img_11043,2
img_11044,1
img_11045,0
img_11046,2
img_11047,1
img_11048,8
img_11049,2
img_11050,3
img_11051,4
img_11052,1
img_11053,1
img_11054,3
img_11055,1
img_11056,0
img_11057,1
img_11058,9
img_11059,0
img_11060,2
img_11061,2
img_11062,0
img_11063,2
img_11064,1
img_11065,1
img_11066,4
img_11067,6
img_11068,1
img_11069,2
img_11070,3
img_11071,3
img_11072,2
img_11073,3
img_11074,0
img_11075,0
img_11076,5
img_11077,1
img_11078,1
img_11079,0
img_11080,1
img_11081,0
img_11082,2
img_11083,7
img_11084,4
img_11085,2
img_11086,6
img_11087,1
img_11088,3
img_11089,1
img_11090,0
img_11091,8
img_11092,19
img_11093,0
img_11094,5
img_11095,2
img_11096,8
img_11097,6
img_11098,0
img_11099,0
img_11100,1
img_11101,14
img_11102,19
img_11103,5
img_11104,2
img_11105,25
img_11106,1
img_11107,0
img_11108,1
img_11109,4
img_11110,2
img_11111,1
img_11112,2
img_11113,10
img_11114,0
img_11115,1
img_11116,5
img_11117,1
img_11118,19
img_11119,0
img_11120,0
img_11121,0
img_11122,1
img_11123,3
img_11124,4
img_11125,0
img_11126,4
img_11127,1
img_11128,0
img_11129,3
img_11130,5
img_11131,0
img_11132,0
img_11133,0
img_11134,4
img_11135,0
img_11136,1
img_11137,5
img_11138,8
img_11139,4
img_11140,0
img_11141,3
img_11142,1
img_11143,2
img_11144,0
img_11145,0
img_11146,0
img_11147,0
img_11148,1
img_11149,7
img_11150,0
img_11151,4
img_11152,0
img_11153,3
img_11154,2
img_11155,1
img_11156,10
img_11157,2
img_11158,0
img_11159,1
img_11160,41
img_11161,1
img_11162,8
img_11163,0
img_11164,6
img_11165,1
img_11166,1
img_11167,1
img_11168,9
img_11169,5
img_11170,0
img_11171,3
img_11172,0
img_11173,5
img_11174,1
img_11175,0
img_11176,1
img_11177,2
img_11178,0
img_11179,3
img_11180,0
img_11181,4
img_11182,1
img_11183,0
img_11184,2
img_11185,3
img_11186,6
img_11187,0
img_11188,5
img_11189,1
img_11190,1
img_11191,8
img_11192,23
img_11193,3
img_11194,1
img_11195,0
img_11196,3
img_11197,3
img_11198,5
img_11199,0
img_11200,3
img_11201,14
img_11202,1
img_11203,2
img_11204,0
img_11205,2
img_11206,1
img_11207,1
img_11208,1
img_11209,1
img_11210,0
img_11211,5
img_11212,0
img_11213,1
img_11214,3
img_11215,0
img_11216,2
img_11217,0
img_11218,4
img_11219,0
img_11220,7
img_11221,0
img_11222,3
img_11223,1
img_11224,15
img_11225,26
img_11226,3
img_11227,3
img_11228,0
img_11229,7
img_11230,1
img_11231,2
img_11232,2
img_11233,1
img_11234,1
img_11235,2
img_11237,1
img_11238,4
img_11239,3
img_11240,2
img_11241,0
img_11242,0
img_11243,6
img_11244,5
img_11245,3
img_11246,2
img_11247,1
img_11248,0
img_11249,2
img_11250,0
img_11251,0
img_11252,1
img_11253,4
img_11254,0
img_11255,0
img_11256,3
img_11257,1
img_11258,3
img_11259,0
img_11260,2
img_11261,1
img_11262,2
img_11263,3
img_11264,6
img_11265,7
img_11266,0
img_11267,1
img_11268,1
img_11269,0
img_11270,5
img_11271,7
img_11272,1
img_11273,0
img_11274,3
img_11275,12
img_11276,1
img_11277,0
img_11278,18
img_11279,0
img_11280,1
img_11281,2
img_11282,12
img_11283,2
img_11284,1
img_11285,3
img_11286,2
img_11287,0
img_11288,0
img_11289,0
img_11290,3
img_11291,0
img_11292,3
img_11293,3
img_11294,27
img_11295,3
img_11296,1
img_11297,8
img_11298,1
img_11299,8
img_11300,0
img_11301,0
img_11302,2
img_11303,0
img_11304,2
img_11305,4
img_11306,20
img_11307,1
img_11308,2
img_11309,20
img_11310,5
img_11311,2
img_11312,4
img_11313,0
img_11314,0
img_11315,0
img_11316,19
img_11317,2
img_11318,1
img_11319,1
img_11320,3
img_11321,4
img_11322,0
img_11323,8
img_11324,3
img_11325,16
img_11326,2
img_11327,1
img_11328,6
img_11329,0
img_11330,3
img_11331,1
img_11332,1
img_11333,3
img_11334,3
img_11335,0
img_11336,2
img_11337,0
img_11338,4
img_11339,2
img_11340,5
img_11341,4
img_11342,0
img_11343,0
img_11344,0
img_11345,2
img_11346,0
img_11347,0
img_11348,25
img_11349,0
img_11350,1
img_11351,1
img_11352,1
img_11353,7
img_11354,0
img_11355,12
img_11356,1
img_11357,0
img_11358,1
img_11359,3
img_11360,0
img_11361,13
img_11362,9
img_11363,0
img_11364,0
img_11365,12
img_11366,3
img_11367,0
img_11368,7
img_11369,3
img_11370,0
img_11371,2
img_11372,1
img_11373,2
img_11374,0
img_11375,2
img_11376,7
img_11377,2
img_11378,4
img_11379,1
img_11380,0
img_11381,0
img_11382,3
img_11383,2
img_11384,2
img_11385,0
img_11386,0
img_11387,0
img_11388,1
img_11389,1
img_11390,2
img_11391,0
img_11392,5
img_11393,6
img_11394,2
img_11395,8
img_11396,1
img_11397,3
img_11398,0
img_11399,1
img_11400,2
img_11401,11
img_11402,0
img_11403,2
img_11404,30
img_11405,4
img_11406,9
img_11407,0
img_11408,11
img_11409,1
img_11410,0
img_11411,0
img_11412,1
img_11413,2
img_11414,1
img_11415,6
img_11416,0
img_11417,3
img_11419,0
img_11420,0
img_11421,6
img_11422,3
img_11423,2
img_11424,3
img_11425,2
img_11426,2
img_11427,12
img_11428,0
img_11429,1
img_11430,0
img_11431,1
img_11432,7
img_11433,17
img_11434,3
img_11436,3
img_11437,8
img_11438,0
img_11439,1
img_11440,0
img_11441,0
img_11442,8
img_11443,3
img_11444,1
img_11445,7
img_11446,8
img_11447,1
img_11448,18
img_11449,4
img_11450,2
img_11451,2
img_11452,4
img_11453,8
img_11454,1
img_11455,0
img_11456,1
img_11457,5
img_11458,0
img_11459,8
img_11460,5
img_11461,0
img_11462,3
img_11463,3
img_11464,0
img_11465,0
img_11466,1
img_11467,11
img_11468,3
img_11469,0
img_11470,0
img_11471,9
img_11472,1
img_11473,0
img_11474,2
img_11475,1
img_11476,0
img_11477,0
img_11478,0
img_11479,4
img_11480,0
img_11481,13
img_11482,19
img_11483,7
img_11484,1
img_11485,0
img_11486,3
img_11487,2
img_11488,7
img_11489,0
img_11490,4
img_11491,4
img_11492,0
img_11493,6
img_11494,3
img_11495,12
img_11496,1
img_11497,3
img_11498,3
img_11499,3
img_11500,8
img_11501,2
img_11502,2
img_11503,9
img_11504,3
img_11505,3
img_11506,1
img_11507,7
img_11508,0
img_11509,4
img_11510,2
img_11511,1
img_11512,1
img_11513,0
img_11514,0
img_11515,0
img_11516,13
img_11517,0
img_11518,6
img_11519,2
img_11520,1
img_11521,2
img_11522,9
img_11523,1
img_11524,2
img_11525,3
img_11526,13
img_11527,0
img_11528,0
img_11529,1
img_11530,2
img_11531,0
img_11532,3
img_11533,2
img_11534,6
img_11535,2
img_11536,1
img_11537,5
img_11538,2
img_11539,5
img_11540,1
img_11541,4
img_11542,3
img_11543,2
img_11544,7
img_11545,12
img_11546,2
img_11547,2
img_11548,2
img_11549,5
img_11550,0
img_11551,6
img_11552,5
img_11553,1
img_11554,1
img_11555,11
img_11556,0
img_11557,4
img_11558,11
img_11559,0
img_11560,2
img_11561,8
img_11562,0
img_11563,0
img_11564,0
img_11565,0
img_11566,2
img_11567,1
img_11568,5
img_11569,16
img_11570,2
img_11571,1
img_11572,0
img_11573,0
img_11574,10
img_11575,2
img_11576,10
img_11577,3
img_11578,0
img_11579,6
img_11580,5
img_11581,5
img_11582,2
img_11583,4
img_11584,1
img_11585,1
img_11586,0
img_11587,11
img_11588,2
img_11589,0
img_11590,0
img_11591,2
img_11592,23
img_11593,8
img_11594,13
img_11595,14
img_11596,5
img_11597,16
img_11598,0
img_11599,1
img_11600,0
img_11601,0
img_11602,2
img_11603,11
img_11604,1
img_11605,1
img_11606,1
img_11607,18
img_11608,17
img_11609,1
img_11610,2
img_11611,4
img_11612,0
img_11613,1
img_11614,20
img_11615,0
img_11616,8
img_11617,22
img_11618,1
img_11619,8
img_11620,4
img_11621,0
img_11622,14
img_11623,1
img_11624,0
img_11625,0
img_11626,0
img_11627,0
img_11628,1
img_11629,0
img_11630,0
img_11631,0
img_11632,2
img_11633,1
img_11634,3
img_11635,1
img_11636,6
img_11637,2
img_11638,2
img_11639,0
img_11640,1
img_11641,5
img_11642,3
img_11643,6
img_11644,1
img_11645,0
img_11646,0
img_11647,0
img_11648,1
img_11649,4
img_11650,6
img_11651,10
img_11652,1
img_11653,1
img_11654,1
img_11655,1
img_11656,7
img_11657,10
img_11658,1
img_11659,2
img_11660,0
img_11661,1
img_11662,0
img_11663,2
img_11664,17
img_11665,1
img_11666,6
img_11667,1
img_11668,5
img_11669,6
img_11670,3
img_11671,1
img_11672,1
img_11673,2
img_11674,0
img_11675,0
img_11676,1
img_11677,2
img_11678,2
img_11679,0
img_11680,0
img_11681,2
img_11682,15
img_11683,3
img_11684,4
img_11685,1
img_11686,2
img_11687,1
img_11688,13
img_11689,0
img_11690,2
img_11691,3
img_11692,1
img_11693,1
img_11694,1
img_11695,1
img_11696,5
img_11697,1
img_11698,5
img_11699,7
img_11700,1
img_11701,6
img_11702,3
img_11703,3
img_11704,0
img_11705,7
img_11706,1
img_11707,4
img_11708,1
img_11709,2
img_11710,6
img_11711,5
img_11712,4
img_11713,3
img_11714,6
img_11715,4
img_11716,1
img_11717,4
img_11718,15
img_11719,5
img_11720,5
img_11721,0
img_11722,9
img_11723,0
img_11724,2
img_11725,0
img_11726,2
img_11727,7
img_11728,1
img_11729,3
img_11730,4
img_11731,0
img_11732,0
img_11733,0
img_11734,15
img_11735,8
img_11736,1
img_11737,6
img_11738,11
img_11739,0
img_11740,1
img_11741,3
img_11742,1
img_11743,3
img_11744,0
img_11745,3
img_11746,0
img_11747,0
img_11748,0
img_11749,3
img_11750,5
img_11751,1
img_11752,1
img_11753,1
img_11754,0
img_11755,5
img_11756,4
img_11757,3
img_11758,16
img_11759,1
img_11760,1
img_11761,10
img_11762,2
img_11763,1
img_11765,0
img_11766,0
img_11767,4
img_11768,0
img_11769,5
img_11770,3
img_11771,3
img_11772,0
img_11773,7
img_11774,1
img_11775,0
img_11776,2
img_11777,1
img_11778,1
img_11779,4
img_11780,0
img_11781,0
img_11782,1
img_11783,0
img_11784,9
img_11785,6
img_11786,21
img_11787,3
img_11788,0
img_11789,5
img_11790,0
img_11791,30
img_11792,1
img_11793,10
img_11794,2
img_11795,3
img_11796,0
img_11797,4
img_11798,0
img_11799,0
img_11800,7
img_11801,2
img_11802,0
img_11803,6
img_11804,1
img_11805,1
img_11806,2
img_11807,0
img_11808,0
img_11809,3
img_11810,0
img_11811,2
img_11812,0
img_11813,1
img_11814,4
img_11815,0
img_11816,0
img_11817,2
img_11818,0
img_11819,1
img_11820,2
img_11821,6
img_11822,1
img_11823,4
img_11824,0
img_11825,2
img_11826,0
img_11827,2
img_11828,0
img_11829,1
img_11830,10
img_11831,3
img_11832,1
img_11833,2
img_11834,0
img_11835,0
img_11836,4
img_11837,0
img_11838,1
img_11839,2
img_11840,8
img_11841,0
img_11842,1
img_11843,2
img_11844,1
img_11845,3
img_11846,2
img_11847,2
img_11848,0
img_11849,1
img_11850,0
img_11851,6
img_11852,0
img_11853,3
img_11854,1
img_11855,0
img_11856,11
img_11857,0
img_11858,0
img_11859,1
img_11860,10
img_11861,6
img_11862,2
img_11863,4
img_11864,11
img_11865,5
img_11866,1
img_11867,17
img_11868,5
img_11869,1
img_11870,7
img_11871,15
img_11872,2
img_11873,1
img_11874,2
img_11875,2
img_11876,4
img_11877,1
img_11878,2
img_11879,3
img_11880,1
img_11881,2
img_11882,0
img_11883,2
img_11884,5
img_11885,5
img_11886,11
img_11887,10
img_11888,8
img_11889,0
img_11890,0
img_11892,1
img_11893,0
img_11894,0
img_11895,2
img_11896,2
img_11897,3
img_11898,2
img_11899,0
img_11900,0
img_11901,16
img_11902,0
img_11903,31
img_11904,1
img_11905,1
img_11906,6
img_11907,0
img_11908,1
img_11909,3
img_11910,3
img_11911,1
img_11912,11
img_11913,6
img_11914,9
img_11915,0
img_11916,6
img_11917,4
img_11918,2
img_11919,2
img_11920,2
img_11921,3
img_11922,2
img_11923,3
img_11924,10
img_11925,0
img_11926,0
img_11927,3
img_11928,0
img_11929,1
img_11930,1
img_11931,1
img_11932,6
img_11933,2
img_11934,1
img_11935,2
img_11936,0
img_11937,5
img_11938,2
img_11939,5
img_11940,0
img_11941,0
img_11942,4
img_11943,0
img_11944,0
img_11945,1
img_11946,0
img_11947,0
img_11948,6
img_11949,0
img_11951,8
img_11952,1
img_11953,6
img_11954,0
img_11955,1
img_11956,4
img_11957,5
img_11958,1
img_11959,6
img_11960,4
img_11961,3
img_11962,0
img_11963,15
img_11964,4
img_11965,0
img_11966,2
img_11967,1
img_11968,0
img_11969,0
img_11970,8
img_11971,0
img_11972,2
img_11973,4
img_11974,0
img_11975,0
img_11976,2
img_11977,7
img_11978,3
img_11979,0
img_11980,0
img_11981,1
img_11982,0
img_11983,1
img_11984,6
img_11985,0
img_11986,2
img_11987,22
img_11988,0
img_11989,3
img_11990,2
img_11991,3
img_11992,2
img_11993,8
img_11994,6
img_11995,0
img_11996,4
img_11997,1
img_11998,1
img_11999,9
img_12000,6
img_12001,0
img_12002,4
img_12003,2
img_12004,2
img_12005,1
img_12006,4
img_12007,5
img_12008,2
img_12010,2
img_12011,1
img_12012,12
img_12013,6
img_12014,12
img_12015,3
img_12016,2
img_12017,1
img_12018,0
img_12019,1
img_12020,3
img_12021,1
img_12022,0
img_12023,1
img_12025,1
img_12026,1
img_12027,3
img_12028,1
img_12029,0
img_12030,4
img_12031,5
img_12032,1
img_12033,6
img_12034,1
img_12035,3
img_12036,0
img_12037,2
img_12038,31
img_12039,2
img_12040,1
img_12041,3
img_12042,2
img_12043,7
img_12044,1
img_12045,1
img_12046,0
img_12047,0
img_12048,0
img_12049,0
img_12050,0
img_12051,4
img_12052,2
img_12053,0
img_12054,0
img_12055,0
img_12056,2
img_12057,0
img_12058,16
img_12059,0
img_12060,5
img_12061,0
img_12062,0
img_12063,0
img_12064,13
img_12065,3
img_12066,5
img_12067,2
img_12068,0
img_12069,3
img_12070,0
img_12071,1
img_12072,2
img_12073,1
img_12074,2
img_12075,1
img_12076,3
img_12077,4
img_12078,0
img_12079,1
img_12080,1
img_12081,4
img_12082,0
img_12083,19
img_12084,1
img_12085,1
img_12086,2
img_12087,0
img_12088,6
img_12089,0
img_12090,0
img_12091,0
img_12092,4
img_12093,1
img_12094,0
img_12095,0
img_12096,2
img_12097,4
img_12098,0
img_12099,11
img_12100,0
img_12101,3
img_12102,0
img_12103,2
img_12104,6
img_12105,2
img_12106,3
img_12107,2
img_12108,2
img_12109,1
img_12110,5
img_12111,0
img_12113,3
img_12114,9
img_12115,9
img_12116,14
img_12117,6
img_12118,15
img_12119,3
img_12120,5
img_12121,1
img_12122,1
img_12123,0
img_12124,2
img_12125,1
img_12126,20
img_12127,0
img_12128,16
img_12129,3
img_12130,1
img_12131,0
img_12132,1
img_12133,11
img_12134,6
img_12135,2
img_12136,2
img_12137,0
img_12138,0
img_12139,0
img_12140,4
img_12141,0
img_12142,3
img_12143,3
img_12144,0
img_12145,1
img_12146,11
img_12147,17
img_12148,0
img_12149,3
img_12150,11
img_12151,0
img_12152,7
img_12153,1
img_12154,28
img_12155,8
img_12156,1
img_12157,0
img_12158,1
img_12159,0
img_12160,1
img_12161,2
img_12162,0
img_12163,3
img_12164,1
img_12165,0
img_12166,1
img_12167,2
img_12168,4
img_12169,1
img_12170,4
img_12171,14
img_12172,3
img_12173,0
img_12174,0
img_12176,4
img_12177,1
img_12178,8
img_12179,3
img_12180,1
img_12181,0
img_12182,0
img_12183,0
img_12184,0
img_12185,20
img_12186,1
img_12187,1
img_12188,0
img_12189,2
img_12190,7
img_12191,9
img_12192,5
img_12193,0
img_12194,9
img_12195,2
img_12196,0
img_12197,2
img_12198,6
img_12199,0
img_12200,2
img_12201,0
img_12202,1
img_12203,0
img_12204,2
img_12205,7
img_12206,0
img_12207,10
img_12208,11
